Num intranidal nodes,Num nodes,Num intranidal vessels,Injection location,Injection pressure (mmHg),Num vessels,Flow min (mL/min),Flow mean (mL/min),Flow max (mL/min),Pressure min (mmHg),Pressure mean (mmHg),Pressure max (mmHg),Resistance min (mmHg*min/mL),Resistance mean (mmHg*min/mL),Resistance max (mmHg*min/mL),Radius min (cm),Radius mean (cm),Radius max (cm),Length min (cm),Length mean (cm),Length max (cm),Num fistulous,Fistulous flow min (mL/min),Fistulous flow mean (mL/min),Fistulous flow max (mL/min),Fistulous pressure min (mmHg),Fistulous pressure mean (mmHg),Fistulous pressure max (mmHg),Fistulous resistance min (mmHg*min/mL),Fistulous resistance mean (mmHg*min/mL),Fistulous resistance max (mmHg*min/mL),Fistulous radius min (cm),Fistulous radius mean (cm),Fistulous radius max (cm),Fistulous length min (cm),Fistulous length mean (cm),Fistulous length max (cm),Num plexiform,Plexiform flow min (mL/min),Plexiform flow mean (mL/min),Plexiform flow max (mL/min),Plexiform pressure min (mmHg),Plexiform pressure mean (mmHg),Plexiform pressure max (mmHg),Plexiform resistance min (mmHg*min/mL),Plexiform resistance mean (mmHg*min/mL),Plexiform resistance max (mmHg*min/mL),Plexiform radius min (cm),Plexiform radius mean (cm),Plexiform radius max (cm),Plexiform length min (cm),Plexiform length mean (cm),Plexiform length max (cm),Num intranidal,Intranidal flow min (mL/min),Intranidal flow mean (mL/min),Intranidal flow max (mL/min),Intranidal pressure min (mmHg),Intranidal pressure mean (mmHg),Intranidal pressure max (mmHg),Intranidal resistance min (mmHg*min/mL),Intranidal resistance mean (mmHg*min/mL),Intranidal resistance max (mmHg*min/mL),Intranidal radius min (cm),Intranidal radius mean (cm),Intranidal radius max (cm),Intranidal length min (cm),Intranidal length mean (cm),Intranidal length max (cm),Num feeder,Feeder flow min (mL/min),Feeder flow mean (mL/min),Feeder flow max (mL/min),Feeder pressure min (mmHg),Feeder pressure mean (mmHg),Feeder pressure max (mmHg),Feeder resistance min (mmHg*min/mL),Feeder resistance mean (mmHg*min/mL),Feeder resistance max (mmHg*min/mL),Feeder radius min (cm),Feeder radius mean (cm),Feeder radius max (cm),Feeder length min (cm),Feeder length mean (cm),Feeder length max (cm),Num drainer,Drainer flow min (mL/min),Drainer flow mean (mL/min),Drainer flow max (mL/min),Drainer pressure min (mmHg),Drainer pressure mean (mmHg),Drainer pressure max (mmHg),Drainer resistance min (mmHg*min/mL),Drainer resistance mean (mmHg*min/mL),Drainer resistance max (mmHg*min/mL),Drainer radius min (cm),Drainer radius mean (cm),Drainer radius max (cm),Drainer length min (cm),Drainer length mean (cm),Drainer length max (cm),Feeder total flow (mL/min),Drainer total flow (mL/min),Min rupture risk (%),Mean rupture risk (%),Max rupture risk (%),Percent filled (%),Percent filled post-injection (%),Blood pressure hypotension,CVP pressure,Cardiac phase,Num columns,Num compartments,Num cross vessels,Fistula compartment index,Occluded,Error
839,853,1074,,0,1096,0.011,3.0993,243.7653,0.0027,6.7017,46.7444,0.0,5.5958,136.9099,0.01,0.0145,1,0.05,0.2186,25,6,25.9363,27.1612,29.5915,9.0305,9.457,10.3032,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1068,0.011,1.1969,4.1364,0.0611,6.6678,23.0436,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1074,0.011,1.342,29.5915,0.0611,6.6834,23.0436,0.3482,5.5417,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.2098,59.6218,144.6667,1.178,19.6891,46.7444,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,46.2744,79.4958,123.1951,0.066,0.1134,0.1757,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,238.48725121441038,238.48725121444542,0,17.706,60.0148,0.0,0.0,moderate,elevated,average,5,5,50,2,,[2.3450143831810285e-09]
839,853,1074,,0,1096,0.0045,1.2929,101.7615,0.0011,2.7943,19.4766,0.0,5.5958,136.9099,0.01,0.0145,1,0.05,0.2186,25,6,10.8061,11.3164,12.329,3.7625,3.9402,4.2927,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1068,0.0045,0.4987,1.7234,0.0251,2.7781,9.6008,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1074,0.0045,0.5591,12.329,0.0251,2.7846,9.6008,0.3482,5.5417,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.0826,24.84,60.2738,0.4908,8.04,19.4766,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,19.2762,33.1201,51.3278,0.0275,0.0472,0.0732,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,99.36015507762274,99.36015507763709,0,1.2791,30.0074,0.0,0.0,profound,elevated,average,5,5,50,2,,[2.3450143831810285e-09]
839,853,1074,DV3,20,1096,0.0083,2.8878,228.3599,0.0025,6.1237,39.6664,0.0,5.5958,136.9099,0.01,0.0145,1,0.05,0.2186,25,6,25.9774,27.2576,29.8043,9.0448,9.4906,10.3773,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1068,0.0083,1.0947,4.1067,0.046,6.0985,22.8778,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1074,0.0083,1.2409,29.8043,0.046,6.1174,22.8778,0.3482,5.5417,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.1093,55.7543,134.6021,1.0961,13.3498,35.3288,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,19.1077,74.3391,130.5343,0.0273,0.106,0.1862,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,223.0172122563729,223.01721225640503,0,16.4259,59.7673,2.6071,2.6071,moderate,elevated,average,5,5,50,2,,[2.3450143831810285e-09]
839,853,1074,DV3,20,1096,0.0059,1.1634,86.3561,0.001,2.5972,18.08,0.0,5.5958,136.9099,0.01,0.0145,1,0.05,0.2186,25,6,10.8472,11.4128,12.5418,3.7768,3.9737,4.3668,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1068,0.0059,0.4658,1.6936,0.0326,2.5949,9.435,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1074,0.0059,0.527,12.5418,0.0326,2.6026,9.435,0.3482,5.5417,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.0179,20.9815,50.2092,0.4089,2.9251,8.0611,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,7.8905,33.2237,58.6671,0.0113,0.0474,0.0837,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,83.89011611958439,83.89011611959671,0,1.2361,29.4105,36.1266,36.1266,profound,elevated,average,5,5,50,2,,[2.3450143831810285e-09]
839,853,1074,DV3,30,1096,0.0095,2.8122,220.6572,0.0025,6.0027,39.7305,0.0,5.5958,136.9099,0.01,0.0145,1,0.05,0.2186,25,6,25.9979,27.3058,29.9108,9.052,9.5073,10.4143,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1068,0.0095,1.0746,4.0918,0.0532,5.9862,22.7949,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1074,0.0095,1.2211,29.9108,0.0532,6.0059,22.7949,0.3482,5.5417,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.059,53.8205,129.5698,1.0551,10.1802,29.621,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,5.5244,71.7607,134.2039,0.0079,0.1023,0.1914,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,215.2821927773531,215.28219277738452,0,15.9824,59.6429,29.1434,29.6089,moderate,elevated,average,5,5,50,2,,[2.3450143831810285e-09]
839,853,1074,DV3,30,1096,0.0013,1.1866,78.6534,0.0009,2.9009,18.144,0.0,5.5958,136.9099,0.01,0.0145,1,0.05,0.2186,25,6,10.8657,11.461,12.6483,3.7832,3.9905,4.4039,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,1068,0.0013,0.5216,1.6787,0.0072,2.9055,9.3521,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,1074,0.0013,0.5827,12.6483,0.0072,2.9116,9.3521,0.3482,5.5417,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.0681,19.0728,45.1769,0.3679,3.1952,9.3283,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,21.4739,39.701,62.3367,0.0306,0.0566,0.0889,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,76.15509664056516,76.15509664057647,0,1.7293,29.108,100.0,100.0,profound,elevated,average,5,5,50,2,,[2.3450143831810285e-09]
672,686,860,,0,881,0.0017,1.5063,92.9562,0.001,3.6992,51.1598,0.0,5.6082,136.9099,0.01,0.0155,1,0.05,0.2556,25,6,2.0628,4.2179,5.3264,0.7182,1.4686,1.8545,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0017,0.6469,4.5471,0.0094,3.6039,25.3311,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0017,0.6718,5.3264,0.0094,3.589,25.3311,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.2258,29.1745,82.4499,1.9566,28.0106,51.1598,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,13.0271,29.1745,46.4292,0.0186,0.0416,0.0662,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,87.52342463238122,87.52342463234896,0,7.8668,63.2585,0.0,0.0,moderate,elevated,average,5,4,40,2,AF2,[1.267240214535478e-09]
672,686,860,,0,881,0.0007,0.6296,38.9282,0.0004,1.5438,21.3165,0.0,5.6082,136.9099,0.01,0.0155,1,0.05,0.2556,25,6,0.8596,1.7574,2.2192,0.2993,0.6119,0.7727,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0007,0.2695,1.8946,0.0041,1.5015,10.5543,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0007,0.2799,2.2192,0.0041,1.4953,10.5543,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0892,12.1541,34.3533,0.8152,11.45,21.3165,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,5.4237,12.1541,19.3447,0.0077,0.0173,0.0276,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,36.462412192550815,36.462412192537286,0,0.6185,33.2528,0.0,0.0,profound,elevated,average,5,4,40,2,AF2,[1.267240214535478e-09]
672,686,860,DV3,20,881,0.0035,1.482,88.6307,0.001,3.6921,41.0386,0.0,5.6082,136.9099,0.01,0.0155,1,0.05,0.2556,25,6,0.3571,4.5831,6.7152,0.1243,1.5957,2.3381,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0035,0.6512,4.3987,0.0194,3.6276,24.5045,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0035,0.6786,6.7152,0.0194,3.6134,24.5045,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.1194,27.714,79.3533,1.8831,18.9839,38.7225,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,3.6879,30.1726,50.2933,0.0053,0.043,0.0717,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,83.14186381977417,83.14186381974355,0,7.9149,62.1215,42.6744,43.0233,moderate,elevated,average,5,4,40,2,AF2,[1.267240214535478e-09]
672,686,860,DV3,20,881,0.01,0.6957,34.6027,0.0004,1.9318,18.5907,0.0,5.6082,136.9099,0.01,0.0155,1,0.05,0.2556,25,6,0.6433,2.6191,3.7377,0.224,0.9119,1.3014,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.01,0.3457,1.7462,0.0558,1.926,9.7277,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.01,0.3616,3.7377,0.0558,1.919,9.7277,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0172,10.7051,31.2567,0.7418,3.9906,8.8792,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,11.2913,18.2211,23.2088,0.0161,0.026,0.0331,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,32.08085137994373,32.080851379931886,0,0.5568,30.4577,70.1163,70.1163,profound,elevated,average,5,4,40,2,AF2,[1.267240214535478e-09]
672,686,860,DV3,30,881,0.0065,1.5353,86.4679,0.001,3.9651,41.0504,0.0,5.6082,136.9099,0.01,0.0155,1,0.05,0.2556,25,6,0.0923,4.931,7.5208,0.0321,1.7169,2.6186,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0065,0.7044,4.3245,0.036,3.9244,24.0912,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0065,0.7339,7.5208,0.0321,3.909,24.0912,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0662,26.9837,77.805,1.8464,14.4706,32.5039,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,12.0454,35.014,52.2254,0.0172,0.0499,0.0745,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,80.95108341347054,80.95108341344073,0,8.3131,61.5385,65.0,65.0,moderate,elevated,average,5,4,40,2,AF2,[1.267240214535478e-09]
672,686,860,DV3,30,881,0.0051,0.7732,32.4399,0.0004,2.3408,18.6025,0.0,5.6082,136.9099,0.01,0.0155,1,0.05,0.2556,25,6,1.5523,3.389,4.5433,0.5405,1.18,1.5819,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0051,0.4209,1.672,0.0282,2.3449,9.3144,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0051,0.4416,4.5433,0.0282,2.3367,9.3144,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0704,10.0103,29.7084,0.705,4.3337,9.6354,0.0237,49.1624,136.9099,0.0125,0.0542,0.125,3,3.9667,5.2,3,19.6488,23.0625,25.1409,0.028,0.0329,0.0359,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,29.890070973640157,29.890070973629125,0,1.0582,28.9697,71.3953,71.3953,profound,elevated,average,5,4,40,2,AF2,[1.267240214535478e-09]
672,686,860,,0,881,0.0036,3.2422,204.1135,0.0023,6.8632,39.8234,0.0,5.5962,136.9099,0.01,0.0156,1,0.05,0.2556,25,6,26.4415,27.3732,29.4489,9.2064,9.5308,10.2535,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0036,1.2338,3.9007,0.0202,6.8734,21.7303,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0036,1.4162,29.4489,0.0202,6.8919,21.7303,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.2146,66.2683,127.4186,1.0376,10.7007,29.3756,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,30.6872,66.2683,113.7914,0.0438,0.0945,0.1623,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,198.8048578577963,198.80485785785157,0,18.5501,58.0036,0.0,0.0,moderate,elevated,average,5,4,40,2,AF3,[2.0876754386145258e-09]
672,686,860,,0,881,0.0015,1.3528,85.2407,0.0009,2.8621,18.0706,0.0,5.5962,136.9099,0.01,0.0156,1,0.05,0.2556,25,6,11.0165,11.4048,12.2696,3.8357,3.9709,4.272,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0015,0.514,1.6252,0.0085,2.8637,9.0539,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0015,0.59,12.2696,0.0085,2.8714,9.0539,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0846,27.6089,53.0876,0.4323,4.2376,11.5768,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,12.7816,27.6089,47.41,0.0182,0.0394,0.0676,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,82.82656944502148,82.82656944504454,0,1.2746,27.9975,0.0,0.0,profound,elevated,average,5,4,40,2,AF3,[2.0876754386145258e-09]
672,686,860,DV3,20,881,0.0012,3.0612,193.9035,0.0022,6.3523,39.91,0.0,5.5962,136.9099,0.01,0.0156,1,0.05,0.2556,25,6,26.4559,27.4428,29.616,9.2114,9.555,10.3117,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0012,1.1423,3.7132,0.0067,6.3636,20.6855,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0012,1.3258,29.616,0.0067,6.3859,20.6855,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.1071,62.8438,119.7537,0.9752,5.7563,14.664,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,13.4949,62.8438,117.2408,0.0192,0.0896,0.1672,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,188.5314170891956,188.5314170892484,0,17.4993,56.3149,2.093,2.093,moderate,elevated,average,5,4,40,2,AF3,[2.0876754386145258e-09]
672,686,860,DV3,20,881,0.0012,1.2283,75.0306,0.0008,2.6165,18.1573,0.0,5.5962,136.9099,0.01,0.0156,1,0.05,0.2556,25,6,11.0309,11.4744,12.4367,3.8407,3.9951,4.3302,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0012,0.4704,1.4955,0.0069,2.6203,8.3311,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0012,0.5471,12.4367,0.0069,2.6299,8.3311,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0229,24.1996,45.4227,0.3699,1.383,3.1348,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,4.4107,27.1248,50.8594,0.0063,0.0387,0.0725,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,72.5531286764209,72.55312867644147,0,1.1115,25.1459,34.5349,34.5349,profound,elevated,average,5,4,40,2,AF3,[2.0876754386145258e-09]
672,686,860,DV3,30,881,0.0033,2.9825,188.7984,0.0021,6.163,39.9534,0.0,5.5962,136.9099,0.01,0.0156,1,0.05,0.2556,25,6,26.4631,27.4776,29.6995,9.2139,9.5672,10.3408,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0033,1.1088,3.6689,0.0183,6.1769,20.4392,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0033,1.2928,29.6995,0.0183,6.2006,20.4392,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0534,61.1316,115.9212,0.944,3.284,7.3082,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,4.8988,61.1316,118.9655,0.007,0.0872,0.1697,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,183.39469670489535,183.3946967049469,0,17.1756,55.9044,5.5814,19.186,moderate,elevated,average,5,4,40,2,AF3,[2.0876754386145258e-09]
672,686,860,DV3,30,881,0.0039,1.2483,69.9256,0.0008,2.884,18.2006,0.0,5.5962,136.9099,0.01,0.0156,1,0.05,0.2556,25,6,11.0381,11.5091,12.5202,3.8432,4.0073,4.3593,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0039,0.5183,1.6735,0.0217,2.8877,9.323,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0039,0.595,12.5202,0.0217,2.8955,9.323,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0766,22.5232,41.5903,0.3387,3.8146,10.4906,0.0081,45.6473,136.9099,0.0125,0.0958,0.15,3,3.9667,5.2,3,13.0068,31.1434,52.5841,0.0185,0.0444,0.075,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,67.41640829212068,67.4164082921399,0,1.4779,29.0014,75.0,75.0,profound,elevated,average,5,4,40,2,AF3,[2.0876754386145258e-09]
672,686,860,,0,881,0.0,2.3802,147.7736,0.0,4.9592,48.0154,0.0,5.6082,136.9099,0.01,0.0155,1,0.05,0.2539,25,6,23.9598,27.3996,32.622,8.3423,9.54,11.3583,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0045,0.8721,4.0444,0.0253,4.8586,22.5309,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0045,1.0572,32.622,0.0253,4.8913,22.5309,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.2185,47.4825,137.6793,1.1211,26.3508,48.0154,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,16.7019,47.4825,98.4734,0.0238,0.0677,0.1404,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,142.44754185537818,142.4475418554314,0,11.5578,59.2436,0.0,0.0,moderate,elevated,average,5,4,40,2,AF1,[2.468796996393875e-09]
672,686,860,,0,881,0.0,0.9937,61.7661,0.0,2.0688,20.0064,0.0,5.6082,136.9099,0.01,0.0155,1,0.05,0.2539,25,6,9.9826,11.4157,13.5916,3.4757,3.9747,4.7323,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0019,0.3634,1.6851,0.0104,2.0242,9.3873,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0019,0.4405,13.5916,0.0104,2.0378,9.3873,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0862,19.7816,57.3629,0.4671,10.7585,20.0064,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,6.9584,19.7816,41.0277,0.0099,0.0282,0.0585,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,59.344789061382684,59.344789061404995,0,0.9609,29.2369,0.0,0.0,profound,elevated,average,5,4,40,2,AF1,[2.468796996393875e-09]
672,686,860,DV3,20,881,0.0,2.242,138.7017,0.0,4.616,40.0296,0.0,5.6082,136.9099,0.01,0.0155,1,0.05,0.2539,25,6,24.0818,27.4719,32.4703,8.3848,9.5651,11.3055,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0061,0.8142,3.9064,0.034,4.5355,21.762,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0061,1.0001,32.4703,0.034,4.5706,21.762,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.1128,44.4376,129.802,1.057,17.4551,35.8612,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,9.5608,44.4376,102.3826,0.0136,0.0634,0.146,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,133.31286035401084,133.31286035406117,0,10.8001,58.0536,24.8837,25.5814,moderate,elevated,average,5,4,40,2,AF1,[2.468796996393875e-09]
672,686,860,DV3,20,881,0.0,0.9253,52.6942,0.0,2.0398,18.2097,0.0,5.6082,136.9099,0.01,0.0155,1,0.05,0.2539,25,6,10.1046,11.488,13.44,3.5182,3.9999,4.6795,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0008,0.3624,1.5471,0.0045,2.019,8.6184,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0008,0.44,13.44,0.0045,2.0329,8.6184,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0195,16.7497,49.4855,0.403,3.6407,7.8523,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,6.3527,20.9719,44.9369,0.0091,0.0299,0.0641,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,50.21010756001561,50.21010756003461,0,0.7999,26.3081,60.1163,60.1163,profound,elevated,average,5,4,40,2,AF1,[2.468796996393875e-09]
672,686,860,DV3,30,881,0.0,2.1972,134.1657,0.0,4.5792,40.0752,0.0,5.6082,136.9099,0.01,0.0155,1,0.05,0.2539,25,6,24.1428,27.508,32.3945,8.406,9.5777,11.2791,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0021,0.8101,3.8374,0.0115,4.5131,21.3776,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0021,0.9964,32.3945,0.0115,4.5485,21.3776,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.06,42.9152,125.8633,1.0249,13.0072,29.7841,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,0.705,42.9152,104.3372,0.001,0.0612,0.1488,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,128.74551960332712,128.74551960337564,0,10.7051,57.4428,45.9302,48.4884,moderate,elevated,average,5,4,40,2,AF1,[2.468796996393875e-09]
672,686,860,DV3,30,881,0.0,0.9607,48.1582,0.0,2.3538,18.2553,0.0,5.6082,136.9099,0.01,0.0155,1,0.05,0.2539,25,6,10.1656,11.5241,13.3642,3.5395,4.0125,4.6531,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0037,0.4203,1.5265,0.0204,2.3416,8.5042,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0037,0.4978,13.3642,0.0204,2.3532,8.5042,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,3,0.0723,15.2625,45.5469,0.3709,4.0158,9.9012,0.0081,49.1572,136.9099,0.0125,0.0625,0.15,3,3.4667,3.7,3,13.9598,25.3532,46.8914,0.0199,0.0362,0.0669,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,45.642766809332024,45.642766809349325,0,1.2062,25.8508,100.0,100.0,profound,elevated,average,5,4,40,2,AF1,[2.468796996393875e-09]
672,686,860,,0,882,0.0043,3.2798,207.3791,0.0023,6.9699,44.1649,0.0,5.6018,136.9099,0.01,0.0156,1,0.05,0.2595,25,6,26.4229,27.3583,29.4349,9.1999,9.5256,10.2486,0.3482,0.3482,0.3482,0.02,0.02,0.02,0.05,0.05,0.05,854,0.0043,1.246,3.8237,0.0241,6.9412,21.3014,5.5709,5.5709,5.5709,0.01,0.01,0.01,0.05,0.05,0.05,860,0.0043,1.4282,29.4349,0.0241,6.9592,21.3014,0.3482,5.5344,5.5709,0.01,0.0101,0.02,0.05,0.05,0.05,4,0.2066,50.5176,126.8454,1.0329,18.7895,44.1649,0.0081,36.8738,136.9099,0.0125,0.0781,0.15,3,3.9,5.2,3,33.3542,67.3568,114.0481,0.0476,0.0961,0.1626,0.0014,0.0014,0.0014,0.25,0.25,0.25,5,5.0,5,202.070259066126,202.070259066167,0,18.5548,57.3204,0.0,0.0,moderate,elevated,average,5,4,40,2,,[2.023607445294062e-09]
